0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.40652,0.26099,0.55261,52.474,225.28,9.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.39154,0.41979,0.68408,97.907,246.74,2.3555,1.3345,1.2178,1.2913,0.82865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.44658,0.41002,1.0855,101.55,275.99,3.038,2.0646,2.1131,1.8067,2.0521,1.8825,2.001,2.2925,1.8283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.50585,0.89669,2.3404,114.8,286.29,4.6087,4.1432,3.3305,3.4933,3.4698,3.7086,3.0754,2.6071,2.6916,2.6626,2.247,1.9882,1.7383,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.9508,1.0218,2.9999,125.95,293.75,7.4428,6.1675,5.3969,4.6383,4.2474,4.2185,4.038,3.7952,3.461,3.413,2.9387,2.7176,2.3318,2.098,1.4717,1.4803,2.1944,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.90791,1.8107,4.0689,140.36,313.14,10.705,7.5352,6.3924,5.9843,6.0087,5.0128,4.7669,4.5322,4.0044,3.4955,3.2651,3.1069,2.4554,2.7035,2.0584,1.6481,1.7965,1.2605,1.6303,0.89053,0,0,0,0
0,0,0,0,0,0,0,1.0879,1.6141,3.5009,152.69,315.58,9.3358,6.7893,5.4419,5.6972,6.0909,5.0188,4.841,5.0155,3.6659,3.7762,3.4401,2.6193,2.8709,2.379,2.1649,1.9122,1.7605,1.4653,1.4936,1.7857,1.7958,0,0,0
0,0,0,0,0,0,0,0.58254,1.1934,2.668,160.65,339.16,6.3463,5.5103,5.0826,4.436,4.5469,4.0048,4.2781,4.5567,3.9948,3.9302,4.0355,3.4711,3.1381,2.4867,2.2933,1.7806,1.9836,1.3327,1.5432,1.6357,2.3686,0,0,0
0,0,0,0,0,0,0,0.68566,0.95527,1.9185,165.23,322.18,4.5941,3.7539,3.6824,3.5381,3.5634,3.5855,3.4406,3.2575,3.7196,3.3452,3.2881,3.4011,3.0026,2.7403,2.6209,1.8039,1.7875,1.5226,1.6761,1.6376,1.7565,0,0,0
0,0,0,0,0,0,0,0.39383,0.78895,1.5544,215.75,369.78,3.9734,3.3422,3.0532,2.6083,2.9555,2.7082,3.1684,3.0818,3.2296,3.2541,3.3784,3.3453,3.2714,2.8368,2.511,2.1238,1.7554,1.3155,1.443,1.9239,2.0957,0,0,0
0,0,0,0,0,0,0,0.70704,0.62691,1.5303,235.42,403.29,3.585,2.575,2.7479,2.817,2.941,2.9146,2.6567,2.7675,2.974,2.9376,3.1341,3.1087,3.281,2.5577,2.0759,2.0993,2.2164,1.5765,1.5506,1.5968,1.9824,0,0,0
