0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.53227,0.61144,1.6003,38.838,250.28,40.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.67418,0.82165,1.9993,95.468,329.48,10.825,3.5999,2.9001,2.0551,1.8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.3577,1.2358,2.4248,101.31,352.04,11.053,5.3112,4.8175,4.1084,4.2405,3.7539,3.4097,3.2868,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.77893,1.0587,2.9881,113.61,347.95,11.09,5.8874,6.102,5.3402,5.4633,5.3322,4.9225,4.3109,4.1772,3.6776,3.0245,2.7261,2.7927,10.165,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.88649,1.2736,3.3614,121.58,347.68,11.248,7.7854,6.2103,5.5548,5.9409,5.3156,4.9118,4.5736,4.1996,3.9495,3.8889,3.5349,3.1332,2.8378,2.1204,1.9512,1.2267,0,0,0,0,0
0,0,0,0,0,0,0,1.2286,1.1085,3.531,130.48,357.26,12.859,7.62,6.0648,6.0125,5.3131,4.7041,4.3663,4.1732,3.5385,3.8311,3.5832,3.8827,3.413,2.5481,2.5752,2.0953,1.8632,1.7743,2.3614,3.5342,0,0
0,0,0,0,0,0,0,0.99464,1.519,3.2037,144.09,357.83,10.411,6.3576,6.4718,5.6035,4.8958,5.0116,4.28,4.1402,4.1478,3.7214,3.4919,3.1237,3.0429,2.65,2.0933,2.1516,2.0438,1.5998,1.5213,1.4547,1.9483,0
0,0,0,0,0,0,0,0.57351,1.0649,2.6454,146.65,345.45,8.2931,5.2838,5.5343,4.6996,4.4154,4.1787,3.9488,3.8947,3.175,3.3717,3.2817,3.4006,2.7415,2.5263,1.8453,2.0941,1.8615,1.5919,1.4789,1.5417,1.8073,0
0,0,0,0,0,0,0,0.39924,0.89662,1.8191,144.84,314.03,6.0345,4.159,3.7219,3.8584,4.0481,3.9189,3.7859,3.7029,3.1728,3.6377,3.0708,3.0946,2.9387,2.4923,2.2495,2.1056,1.5257,1.6202,1.6401,1.4236,1.6687,0
0,0,0,0,0,0,0,0.6329,0.89829,1.8952,163.8,317.56,5.0528,3.925,3.4865,3.4745,3.9868,3.7865,3.5591,3.4067,3.0445,3.2566,3.3177,2.8076,2.8966,2.4489,2.4557,1.9947,2.019,1.5271,1.5961,1.4624,2.1421,0
0,0,0,0,0,0,0,0.82763,0.90098,1.9878,211.88,375.51,4.5325,3.9274,3.1475,3.3932,2.9116,3.2299,3.1421,3.0701,3.4524,3.0673,3.4042,3.137,2.9811,2.4239,2.4548,2.0464,1.8709,1.9022,1.6354,1.5971,2.1256,0
0,0,0,0,0,0,0,0.49712,1.1256,2.4043,819.9,1472.1,6.5715,3.6202,3.8385,3.6538,3.332,3.1925,3.1957,3.4444,3.3004,3.1475,3.1487,3.0472,2.9691,3.205,2.3871,1.9577,1.9972,1.6613,1.8748,1.717,1.753,0
